"axis","sheet","cell_ref","workbook_row","window","company_no","canonical_name","KRX_code","current_status","membership_or_tradability","evidence_or_price_status","closure_evidence_required"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K78",78,"W1",77,"에이엘티","172670","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K79",79,"W1",78,"큐알티","405100","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K80",80,"W1",79,"피엠티","147760","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K81",81,"W1",80,"마이크로투나노","424980","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K82",82,"W1",81,"티에프이","425420","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K83",83,"W1",82,"샘씨엔에스","252990","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K84",84,"W1",83,"마이크로컨텍솔","098120","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K85",85,"W1",84,"프로텍","053610","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K86",86,"W1",85,"제이티","089790","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K87",87,"W1",86,"아이엠티","451220","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K88",88,"W1",87,"제우스","079370","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K89",89,"W1",88,"예스티","122640","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K90",90,"W1",89,"엘오티베큠","083310","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K91",91,"W1",90,"뉴파워프라즈마","144960","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K92",92,"W1",91,"한양이엔지","045100","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K93",93,"W1",92,"싸이맥스","160980","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K94",94,"W1",93,"제닉스로보틱스","381620","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K95",95,"W1",94,"세미티에스","0017J0","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K96",96,"W1",95,"져스텍","153890","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K97",97,"W1",96,"아이에스티이","212710","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K98",98,"W1",97,"워트","396470","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K99",99,"W1",98,"그린리소스","402490","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K100",100,"W1",99,"제이엔비","452160","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K101",101,"W1",100,"이엔에프테크놀로지","102710","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K102",102,"W1",101,"램테크놀러지","171010","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K103",103,"W1",102,"레이크머티리얼즈","281740","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K104",104,"W1",103,"한솔케미칼","014680","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K105",105,"W1",104,"미코","059090","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K106",106,"W1",105,"비씨엔씨","146320","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K107",107,"W1",106,"한솔아이원스","114810","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K108",108,"W1",107,"KX하이텍","052900","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K109",109,"W1",108,"덕산하이메탈","077360","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K110",110,"W1",109,"원익홀딩스","030530","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K111",111,"W1",110,"제이아이테크","417500","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K112",112,"W1",111,"퓨릿","445180","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K113",113,"W1",112,"HLB이노베이션","024850","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K114",114,"W1",113,"티엘비","356860","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K115",115,"W1",114,"메카로","241770","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K116",116,"W1",115,"덕산테코피아","317330","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K117",117,"W1",116,"에프엔에스테크","083500","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K118",118,"W1",117,"아이텍","119830","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K119",119,"W1",118,"디아이티","110990","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K120",120,"W1",119,"로체시스템즈","071280","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K121",121,"W1",120,"엘티씨","170920","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K122",122,"W1",121,"위드텍","348350","PARTIAL","INCLUDE","PRIMARY_SOURCE","REVALIDATE_OR_COMPLETE_CUTOFF_SAFE_PRIMARY_BUSINESS_EVIDENCE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K123",123,"W1",122,"테크엘","064520","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K124",124,"W1",123,"디바이스","187870","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K125",125,"W1",124,"성우테크론","045300","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K126",126,"W1",125,"티이엠씨씨엔에스","241790","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K127",127,"W1",126,"포인트엔지니어링","256630","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K128",128,"W1",127,"신성이엔지","011930","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K146",146,"W2",18,"씨엠티엑스","388210","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K177",177,"W2",49,"삼양엔씨켐","482630","NEEDS_RESEARCH","UNRESOLVED","SEARCHED_NO_CUTOFF_SAFE_DETAILED_PRIMARY_BUSINESS_EVIDENCE","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K187",187,"W2",59,"엘케이켐","489500","NEEDS_RESEARCH","UNRESOLVED","SEARCHED_NO_CUTOFF_SAFE_DETAILED_PRIMARY_BUSINESS_EVIDENCE","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K189",189,"W2",61,"레이저쎌","412350","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K190",190,"W2",62,"쎄크","081180","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K191",191,"W2",63,"다원넥스뷰","323350","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K192",192,"W2",64,"코스텍시스","355150","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K193",193,"W2",65,"엠케이전자","033160","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K194",194,"W2",66,"지앤비에스 에코","382800","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K195",195,"W2",67,"인텍플러스","064290","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K196",196,"W2",68,"대덕전자","353200","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K197",197,"W2",69,"코리아써키트","007810","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K198",198,"W2",70,"하나마이크론","067310","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K199",199,"W2",71,"네패스","033640","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K200",200,"W2",72,"SFA반도체","036540","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K201",201,"W2",73,"LB세미콘","061970","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K202",202,"W2",74,"에이팩트","200470","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K203",203,"W2",75,"윈팩","097800","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K204",204,"W2",76,"시그네틱스","033170","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K205",205,"W2",77,"에이엘티","172670","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K206",206,"W2",78,"큐알티","405100","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
"HISTORICAL_BUSINESS_PRIORITY","Historical_BP","K207",207,"W2",79,"피엠티","147760","NEEDS_RESEARCH","UNRESOLVED","NOT_RESEARCHED","CUTOFF_SAFE_PRIMARY_BUSINESS_PRIORITY_EVIDENCE_OR_EXPLICIT_UNRECOVERABLE"
